"WWTP","Date","copiesperL","flow_rate_value"
"Forest Cove",2021-11-21,1991.54371423597,0.28
"Forest Cove",2021-11-22,2007.51021391052,0.28
"Forest Cove",2021-11-23,2041.96325905322,0.28
"Forest Cove",2021-11-24,2096.62110695678,0.28
"Forest Cove",2021-11-25,2173.86962147705,0.28
"Forest Cove",2021-11-26,2276.92210610891,0.28
"Forest Cove",2020-11-30,57583.1069029563,0.28
"Forest Cove",2020-12-01,58572.5138290299,0.28
"Forest Cove",2020-12-02,59513.6934423895,0.28
"Forest Cove",2020-12-03,60405.9923871945,0.28
"Forest Cove",2020-12-04,61249.002979269,0.28
"Forest Cove",2020-12-05,62042.559173141,0.28
"Forest Cove",2020-12-06,62786.7312223374,0.28
"Forest Cove",2020-12-07,63481.816237531,0.28
"Forest Cove",2020-12-08,64128.3260442946,0.28
"Forest Cove",2020-12-09,64726.9843507362,0.28
"Forest Cove",2020-12-10,65278.7069977835,0.28
"Forest Cove",2020-12-11,65784.5977662297,0.28
"Forest Cove",2020-12-12,66245.9318644576,0.28
"Forest Cove",2020-12-13,66664.1480909651,0.28
"Forest Cove",2020-12-14,67040.828631783,0.28
"Forest Cove",2020-12-15,67377.6940621313,0.28
"Forest Cove",2020-12-16,67676.5862078091,0.28
"Forest Cove",2020-12-17,67939.4588918102,0.28
"Forest Cove",2020-12-18,68168.3627860395,0.28
"Forest Cove",2020-12-19,68365.4369015728,0.28
"Forest Cove",2020-12-20,68532.8943209884,0.28
"Forest Cove",2020-12-21,68673.0132021993,0.28
"Forest Cove",2020-12-22,68788.1300369552,0.28
"Forest Cove",2020-12-23,68880.6209514152,0.28
"Forest Cove",2020-12-24,68952.9075036015,0.28
"Forest Cove",2020-12-25,69007.4347714004,0.28
"Forest Cove",2020-12-26,69046.6724522284,0.28
"Forest Cove",2020-12-27,69073.1104980588,0.28
"Forest Cove",2020-12-28,69089.2460811386,0.28
"Forest Cove",2020-12-29,69097.5889428625,0.28
"Forest Cove",2020-12-30,69100.6485627949,0.28
"Forest Cove",2020-12-31,69100.9397349341,0.28
"Forest Cove",2021-01-01,69100.8713173266,0.28
"Forest Cove",2021-01-02,69100.4385377515,0.28
"Forest Cove",2021-01-03,69097.2245977737,0.28
"Forest Cove",2021-01-04,69088.702016452,0.28
"Forest Cove",2021-01-05,69072.3518493968,0.28
"Forest Cove",2021-01-06,69045.6549503582,0.28
"Forest Cove",2021-01-07,69006.1048289598,0.28
"Forest Cove",2021-01-08,68951.202335563,0.28
"Forest Cove",2021-01-09,68878.4687356666,0.28
"Forest Cove",2021-01-10,68785.4485376706,0.28
"Forest Cove",2021-01-11,68669.7132032136,0.28
"Forest Cove",2021-01-12,68528.8752009969,0.28
"Forest Cove",2021-01-13,68360.5933448109,0.28
"Forest Cove",2021-01-14,68162.580497573,0.28
"Forest Cove",2021-01-15,67932.6151446735,0.28
"Forest Cove",2021-01-16,67668.5520332911,0.28
"Forest Cove",2021-01-17,67368.3364938353,0.28
"Forest Cove",2021-01-18,67030.0083634574,0.28
"Forest Cove",2021-01-19,66651.7203647479,0.28
"Forest Cove",2021-01-20,66231.7520271151,0.28
"Forest Cove",2021-01-21,65768.5146411624,0.28
"Forest Cove",2021-01-22,65260.5716365162,0.28
"Forest Cove",2021-01-23,64706.6481406107,0.28
"Forest Cove",2021-01-24,64105.6404796473,0.28
"Forest Cove",2021-01-25,63456.6342872249,0.28
"Forest Cove",2021-01-26,62758.9116546294,0.28
"Forest Cove",2021-01-27,62011.9664762927,0.28
"Forest Cove",2021-01-28,61215.505987565,0.28
"Forest Cove",2021-01-29,60369.4714596508,0.28
"Forest Cove",2021-01-30,59474.0376689892,0.28
"Forest Cove",2021-01-31,58529.6225725656,0.28
"Forest Cove",2021-02-01,57536.8939743763,0.28
"Forest Cove",2021-02-02,56496.7705567993,0.28
"Forest Cove",2021-02-03,55410.4253003537,0.28
"Forest Cove",2021-02-04,54279.2869183703,0.28
"Forest Cove",2021-02-05,53105.0367333144,0.28
"Forest Cove",2021-02-06,51890.2369180841,0.28
"Forest Cove",2021-02-07,50642.219768342,0.28
"Forest Cove",2021-02-08,49370.0211853716,0.28
"Forest Cove",2021-02-09,48082.147189505,0.28
"Forest Cove",2021-02-10,46786.5264836826,0.28
"Forest Cove",2021-02-11,45490.4909145404,0.28
"Forest Cove",2021-02-12,44200.7627265417,0.28
"Forest Cove",2021-02-13,42923.4571344298,0.28
"Forest Cove",2021-02-14,41664.0845215551,0.28
"Forest Cove",2022-02-13,60851.4293045414,0.28
"Forest Cove",2022-02-14,56989.1256075445,0.28
"Forest Cove",2022-02-15,53439.2757457635,0.28
"Forest Cove",2022-02-16,50173.2141836708,0.28
"Forest Cove",2022-02-17,47165.1786286923,0.28
"Forest Cove",2022-02-18,44391.9981371419,0.28
"Forest Cove",2022-02-19,41832.8018630361,0.28
"Forest Cove",2021-10-21,18864.8802864441,0.28
"Forest Cove",2021-10-22,17120.1278498435,0.28
"Forest Cove",2021-10-23,15529.2257570001,0.28
"Forest Cove",2021-10-24,14080.6289300662,0.28
"Forest Cove",2021-10-25,12763.3113492651,0.28
"Forest Cove",2021-10-26,11566.802590449,0.28
"Forest Cove",2021-10-27,10481.2129213892,0.28
"Forest Cove",2021-10-28,9497.24416808874,0.28
"Forest Cove",2021-10-29,8606.19701012599,0.28
"Forest Cove",2021-10-30,7800.56865551331,0.28
"Forest Cove",2021-10-31,7074.43781717325,0.28
"Forest Cove",2021-11-01,6421.96484132099,0.28
"Forest Cove",2021-08-13,190982.033657846,0.28
"Forest Cove",2021-08-14,197465.247354425,0.28
"Forest Cove",2021-08-15,203687.26351338,0.28
"Forest Cove",2021-08-16,209626.263642699,0.28
"Forest Cove",2021-08-17,215263.166086508,0.28
"Forest Cove",2021-08-18,220581.742725469,0.28
"Forest Cove",2021-08-19,225568.677645229,0.28
"Forest Cove",2021-08-20,230213.619790819,0.28
"Forest Cove",2021-08-21,234509.16136228,0.28
"Forest Cove",2021-08-22,238450.788884729,0.28
"Forest Cove",2021-08-23,242036.845224016,0.28
"Forest Cove",2021-08-24,245268.36927634,0.28
"Forest Cove",2021-08-25,248149.008102524,0.28
"Forest Cove",2021-08-26,250684.841443554,0.28
"Forest Cove",2021-08-27,252883.115641653,0.28
"Forest Cove",2021-08-28,254736.679565464,0.28
"Forest Cove",2021-08-29,256227.071886671,0.28
"Forest Cove",2021-08-30,257336.798462683,0.28
"Forest Cove",2021-08-31,258049.833733338,0.28
"Forest Cove",2021-09-01,258351.83679532,0.28
"Forest Cove",2022-01-01,419210.578823596,0.28
"Forest Cove",2022-01-02,454116.982681863,0.28
"Forest Cove",2022-01-03,486132.955720942,0.28
"Forest Cove",2022-01-04,514500.763506705,0.28
"Forest Cove",2022-01-05,538583.610759311,0.28
"Forest Cove",2021-11-27,2410.03651979635,0.28
"Forest Cove",2021-11-28,2578.81081913989,0.28
"Forest Cove",2021-11-29,2790.58582315997,0.28
"Forest Cove",2021-11-30,3054.92803194756,0.28
"Forest Cove",2021-12-01,3382.64742625697,0.28
"Forest Cove",2021-08-03,118099.422402117,0.28
"Forest Cove",2021-08-04,125557.622520624,0.28
"Forest Cove",2021-08-05,133069.193146701,0.28
"Forest Cove",2021-08-06,140599.793742429,0.28
"Forest Cove",2021-08-07,148114.696698577,0.28
"Forest Cove",2021-08-08,155579.192691213,0.28
"Forest Cove",2021-08-09,162959.008493204,0.28
"Forest Cove",2021-08-10,170220.677049693,0.28
"Forest Cove",2021-08-11,177331.922986559,0.28
"Forest Cove",2021-08-12,184262.00545161,0.28
"Forest Cove",2021-05-24,37027.8387328964,0.28
"Forest Cove",2021-05-25,34480.625340036,0.28
"Forest Cove",2021-05-26,31992.5106786093,0.28
"Forest Cove",2021-09-25,147258.195244697,0.28
"Forest Cove",2021-09-26,139707.159768281,0.28
"Forest Cove",2021-09-27,132184.972062505,0.28
"Forest Cove",2021-09-28,124726.364438251,0.28
"Forest Cove",2021-09-29,117374.542793993,0.28
"Forest Cove",2021-09-30,110171.343005742,0.28
"Forest Cove",2021-10-01,103153.042871329,0.28
"Forest Cove",2021-10-02,96350.4425089286,0.28
"Forest Cove",2021-10-03,89789.0245674365,0.28
"Forest Cove",2021-10-04,83489.1949923667,0.28
"Forest Cove",2021-10-05,77466.5747299076,0.28
"Forest Cove",2021-10-06,71732.3573886783,0.28
"Forest Cove",2021-10-07,66293.6793833526,0.28
"Forest Cove",2021-10-08,61154.0189629767,0.28
"Forest Cove",2021-10-09,56313.6080260353,0.28
"Forest Cove",2021-10-10,51769.8341386167,0.28
"Forest Cove",2021-10-11,47517.6389759901,0.28
"Forest Cove",2021-10-12,43549.9031558076,0.28
"Forest Cove",2021-10-13,39857.8073393555,0.28
"Forest Cove",2021-10-14,36431.1661910449,0.28
"Forest Cove",2021-10-15,33258.7408834831,0.28
"Forest Cove",2021-10-16,30328.5190132036,0.28
"Forest Cove",2022-01-06,557890.432509972,0.28
"Forest Cove",2022-01-07,572091.998478834,0.28
"Forest Cove",2022-01-08,581027.293394095,0.28
"Forest Cove",2022-01-09,584700.403552158,0.28
"Forest Cove",2022-01-10,583269.10574093,0.28
"Forest Cove",2022-01-11,577026.533149873,0.28
"Forest Cove",2022-01-12,566377.97132236,0.28
"Forest Cove",2022-01-13,551814.583040763,0.28
"Forest Cove",2021-05-17,54368.8721083987,0.28
"Forest Cove",2021-05-18,52082.8083327866,0.28
"Forest Cove",2021-05-19,49702.804376667,0.28
"Forest Cove",2021-05-20,47246.4164380159,0.28
"Forest Cove",2021-05-21,44731.8998184207,0.28
"Forest Cove",2021-05-22,42177.936008957,0.28
"Forest Cove",2021-05-23,39603.3408492054,0.28
"Forest Cove",2021-12-11,14945.1804654155,0.28
"Forest Cove",2021-12-12,17876.4921933996,0.28
"Forest Cove",2021-12-13,21438.7190800185,0.28
"Forest Cove",2021-12-14,25759.1805756383,0.28
"Forest Cove",2021-12-15,30985.834975628,0.28
"Forest Cove",2021-12-16,37288.3849633585,0.28
"Forest Cove",2021-12-17,44858.468624332,0.28
"Forest Cove",2021-12-18,53908.4783762929,0.28
"Forest Cove",2021-12-19,64668.4934590614,0.28
"Forest Cove",2021-12-20,77380.714159788,0.28
"Forest Cove",2021-12-21,92290.7751374391,0.28
"Forest Cove",2021-12-22,109635.379333437,0.28
"Forest Cove",2021-12-23,129625.750417295,0.28
"Forest Cove",2021-12-24,152426.768867302,0.28
"Forest Cove",2021-12-25,178131.971105169,0.28
"Forest Cove",2021-12-26,206735.216671666,0.28
"Forest Cove",2021-12-27,238100.48145685,0.28
"Forest Cove",2021-12-28,271932.167019447,0.28
"Forest Cove",2021-12-29,307749.009334528,0.28
"Forest Cove",2021-12-30,344865.526543803,0.28
"Forest Cove",2021-12-31,382385.322184436,0.28
"Forest Cove",2022-02-10,74651.2413028552,0.28
"Forest Cove",2022-02-11,69644.8044946049,0.28
"Forest Cove",2022-02-12,65058.1191559335,0.28
"Forest Cove",2021-12-08,8936.29348863764,0.28
"Forest Cove",2021-10-17,27627.962227963,0.28
"Forest Cove",2021-10-18,25144.2313294938,0.28
"Forest Cove",2021-10-19,22864.3754836183,0.28
"Forest Cove",2021-10-20,20775.4942077092,0.28
"Forest Cove",2021-09-23,162310.996311134,0.28
"Forest Cove",2021-09-24,154804.312000433,0.28
"Forest Cove",2021-12-02,3785.76710770089,0.28
"Forest Cove",2021-12-03,4279.30965490377,0.28
"Forest Cove",2021-12-04,4881.99661077638,0.28
"Forest Cove",2021-12-05,5617.02638083628,0.28
"Forest Cove",2021-12-06,6513.01267836407,0.28
"Forest Cove",2021-12-07,7605.10410792632,0.28
"Forest Cove",2022-01-30,174897.045696775,0.28
"Forest Cove",2021-12-09,10558.932256976,0.28
"Forest Cove",2021-12-10,12536.4378963243,0.28
"Forest Cove",2021-09-21,177066.251593294,0.28
"Forest Cove",2021-09-22,169743.312697594,0.28
"Forest Cove",2022-02-04,116403.399430492,0.28
"Forest Cove",2022-02-05,107734.508225629,0.28
"Forest Cove",2022-01-24,288164.344785686,0.28
"Forest Cove",2022-01-25,265863.203581914,0.28
"Forest Cove",2022-01-26,244881.035803155,0.28
"Forest Cove",2022-01-27,225280.46484126,0.28
"Forest Cove",2022-01-28,207088.443341365,0.28
"Forest Cove",2022-01-29,190302.578847224,0.28
"Forest Cove",2021-09-17,204579.905461902,0.28
"Forest Cove",2022-01-31,160828.037896768,0.28
"Forest Cove",2022-02-01,148038.625312716,0.28
"Forest Cove",2022-02-02,136449.265926062,0.28
"Forest Cove",2022-02-03,125941.712276694,0.28
"Forest Cove",2022-01-20,387710.313261606,0.28
"Forest Cove",2022-01-21,361688.52759163,0.28
"Forest Cove",2022-02-06,99846.4259207356,0.28
"Forest Cove",2022-02-07,92660.3963581942,0.28
"Forest Cove",2022-02-08,86106.3487033945,0.28
"Forest Cove",2022-02-09,80121.8527779776,0.28
"Forest Cove",2022-01-14,533886.29626954,0.28
"Forest Cove",2022-01-15,513175.192126173,0.28
"Forest Cove",2022-01-19,413996.170216967,0.28
"Forest Cove",2021-09-18,198034.51704882,0.28
"Forest Cove",2021-09-19,191245.561020434,0.28
"Forest Cove",2021-09-20,184245.056287253,0.28
"Forest Cove",2022-01-23,311679.812245407,0.28
"Forest Cove",2022-01-18,440158.571502144,0.28
"Forest Cove",2022-01-22,336256.744177026,0.28
"Forest Cove",2022-01-17,465750.50405603,0.28
"Forest Cove",2022-01-16,490271.145074659,0.28
"Greenridge",2020-07-14,23583.157337283,3.06
"Greenridge",2020-07-13,24764.2727397559,3.06
"Greenridge",2020-07-17,20430.1209829476,3.06
"Greenridge",2020-08-19,8734.63714992284,3.06
"Greenridge",2020-07-16,21418.9836066158,3.06
"Greenridge",2021-08-12,193359.283648631,3.06
"Greenridge",2020-08-16,8726.53145484637,3.06
"Greenridge",2020-08-17,8714.25508343833,3.06
"Greenridge",2020-08-18,8717.13593532828,3.06
"Greenridge",2021-08-16,181155.777141018,3.06
"Greenridge",2020-08-20,8766.29252059421,3.06
"Greenridge",2020-08-21,8811.69889516422,3.06
"Greenridge",2020-07-15,22469.0364330916,3.06
"Greenridge",2020-07-31,11597.5087389973,3.06
"Greenridge",2020-08-01,11240.712714657,3.06
"Greenridge",2020-08-02,10911.7125929197,3.06
"Greenridge",2020-08-03,10609.3238982325,3.06
"Greenridge",2020-08-04,10332.4656092238,3.06
"Greenridge",2020-08-05,10080.1607618611,3.06
"Greenridge",2021-08-13,190818.08736043,3.06
"Greenridge",2021-08-14,187895.811221606,3.06
"Greenridge",2021-08-15,184654.722217854,3.06
"Greenridge",2020-08-09,9300.56191902564,3.06
"Greenridge",2020-08-10,9159.99820244575,3.06
"Greenridge",2020-08-11,9040.31156912328,3.06
"Greenridge",2020-08-12,8940.98957375348,3.06
"Greenridge",2020-08-13,8860.94331773074,3.06
"Greenridge",2020-08-14,8799.11631076083,3.06
"Greenridge",2020-08-15,8754.5824744602,3.06
"Greenridge",2021-08-09,198076.484033268,3.06
"Greenridge",2021-08-10,197049.078597019,3.06
"Greenridge",2021-08-11,195456.846885594,3.06
"Greenridge",2020-08-06,9851.53644777328,3.06
"Greenridge",2020-08-07,9645.82189056062,3.06
"Greenridge",2020-08-08,9462.3510990957,3.06
"Greenridge",2020-09-27,18015.2132962426,3.06
"Greenridge",2020-09-28,18395.7046604362,3.06
"Greenridge",2020-09-29,18779.3444765526,3.06
"Greenridge",2020-09-30,19165.8073513087,3.06
"Greenridge",2020-10-01,19554.7473167511,3.06
"Greenridge",2020-10-02,19945.7976330273,3.06
"Greenridge",2020-10-03,20338.5706520448,3.06
"Greenridge",2020-07-18,19499.6334849761,3.06
"Greenridge",2020-07-19,18624.7802990576,3.06
"Greenridge",2020-07-20,17802.9039375056,3.06
"Greenridge",2020-09-24,16895.5805211143,3.06
"Greenridge",2020-09-25,17264.8757988641,3.06
"Greenridge",2020-09-26,17638.17504999,3.06
"Greenridge",2020-07-26,13847.3372157826,3.06
"Greenridge",2020-07-27,13330.063198849,3.06
"Greenridge",2020-07-28,12848.1103623648,3.06
"Greenridge",2020-07-29,12399.757118036,3.06
"Greenridge",2020-07-30,11983.3912350613,3.06
"Greenridge",2021-07-24,119936.350149163,3.06
"Greenridge",2021-07-25,128737.570339259,3.06
"Greenridge",2021-07-26,137478.694191371,3.06
"Greenridge",2021-07-27,145999.990808121,3.06
"Greenridge",2021-07-28,154128.399432404,3.06
"Greenridge",2021-07-29,161738.927309799,3.06
"Greenridge",2021-07-30,168752.062083379,3.06
"Greenridge",2021-07-31,175101.137929735,3.06
"Greenridge",2021-08-01,180732.763168997,3.06
"Greenridge",2021-08-02,185607.507392959,3.06
"Greenridge",2021-08-03,189700.125603492,3.06
"Greenridge",2021-08-04,192999.337595352,3.06
"Greenridge",2021-08-05,195507.237151635,3.06
"Greenridge",2021-08-06,197238.348939073,3.06
"Greenridge",2021-08-07,198218.455778574,3.06
"Greenridge",2021-08-08,198483.179574678,3.06
"Greenridge",2020-09-21,15814.0864441836,3.06
"Greenridge",2020-09-22,16169.9679253026,3.06
"Greenridge",2020-09-23,16530.5353419998,3.06
"Greenridge",2021-11-01,21006.2378414982,3.06
"Greenridge",2021-11-02,20538.8951774871,3.06
"Greenridge",2021-11-03,20132.7818826958,3.06
"Greenridge",2021-11-04,19785.6748803778,3.06
"Greenridge",2021-11-05,19495.7864207604,3.06
"Greenridge",2021-11-06,19261.7582773283,3.06
"Greenridge",2021-11-07,19082.6563090162,3.06
"Greenridge",2021-11-08,18957.9737872119,3.06
"Greenridge",2021-11-09,18887.6383465702,3.06
"Greenridge",2021-11-10,18872.024359004,3.06
"Greenridge",2021-11-11,18911.9747099983,3.06
"Greenridge",2021-11-12,19008.8252610039,3.06
"Greenridge",2021-11-13,19164.4406659949,3.06
"Greenridge",2020-07-21,17031.4360602907,3.06
"Greenridge",2020-07-22,16307.9055854781,3.06
"Greenridge",2020-07-23,15629.9427921708,3.06
"Greenridge",2020-07-24,14995.2813427473,3.06
"Greenridge",2020-07-25,14401.7629564511,3.06
"Greenridge",2021-07-21,94454.6924870309,3.06
"Greenridge",2021-07-22,102688.471247971,3.06
"Greenridge",2021-07-23,111214.191362084,3.06
"Greenridge",2021-11-22,23855.0460049742,3.06
"Greenridge",2021-11-23,24864.5657266609,3.06
"Greenridge",2021-11-24,26010.6370151207,3.06
"Greenridge",2021-11-25,27309.4546978878,3.06
"Greenridge",2021-11-26,28779.9124490749,3.06
"Greenridge",2021-11-27,30444.073266593,3.06
"Greenridge",2021-11-28,32327.7410318948,3.06
"Greenridge",2021-11-29,34461.14542036,3.06
"Greenridge",2021-11-30,36879.7771774672,3.06
"Greenridge",2021-12-01,39625.3451819086,3.06
"Greenridge",2021-12-02,42741.3001091544,3.06
"Greenridge",2021-12-03,46266.0921426767,3.06
"Greenridge",2021-12-04,50240.7227523479,3.06
"Greenridge",2021-12-05,54709.711980961,3.06
"Greenridge",2021-12-06,59720.8524864466,3.06
"Greenridge",2021-12-07,65324.8044654369,3.06
"Greenridge",2021-12-08,71574.4992750248,3.06
"Greenridge",2021-12-09,78524.3135327332,3.06
"Greenridge",2021-12-10,86228.9521171692,3.06
"Greenridge",2021-12-11,94742.045814767,3.06
"Greenridge",2021-12-12,104114.353916002,3.06
"Greenridge",2021-12-13,114391.614200108,3.06
"Greenridge",2021-12-14,125611.97625969,3.06
"Greenridge",2021-12-15,137803.01145029,3.06
"Greenridge",2021-12-16,150978.354749866,3.06
"Greenridge",2021-12-17,165134.014299543,3.06
"Greenridge",2021-12-18,180244.399130234,3.06
"Greenridge",2020-08-22,8870.50792929409,3.06
"Greenridge",2020-08-23,8942.41927636273,3.06
"Greenridge",2020-08-24,9027.1743079792,3.06
"Greenridge",2020-08-25,9124.54964501026,3.06
"Greenridge",2020-08-26,9234.35164364724,3.06
"Greenridge",2021-11-14,19381.2573572357,3.06
"Greenridge",2021-11-15,19662.33623396,3.06
"Greenridge",2021-11-16,20011.430201713,3.06
"Greenridge",2021-11-17,20433.0608547801,3.06
"Greenridge",2021-11-18,20932.614644285,3.06
"Greenridge",2021-11-19,21516.4554399861,3.06
"Greenridge",2021-11-20,22192.0610486797,3.06
"Greenridge",2021-11-21,22968.1839878944,3.06
"Greenridge",2020-09-04,10757.8025380157,3.06
"Greenridge",2020-09-05,10984.0509427868,3.06
"Greenridge",2020-09-06,11221.0874873676,3.06
"Greenridge",2020-09-07,11468.6779732876,3.06
"Greenridge",2020-09-08,11726.551047269,3.06
"Greenridge",2020-09-09,11994.3950413666,3.06
"Greenridge",2020-09-10,12271.8500064388,3.06
"Greenridge",2020-09-11,12558.5045838533,3.06
"Greenridge",2020-09-12,12853.8899829126,3.06
"Greenridge",2020-09-13,13157.4745436734,3.06
"Greenridge",2020-09-14,13468.6587168522,3.06
"Greenridge",2020-09-15,13786.7715231201,3.06
"Greenridge",2020-09-16,14111.0674719548,3.06
"Greenridge",2020-09-17,14440.9893746008,3.06
"Greenridge",2020-09-18,14776.3853498296,3.06
"Greenridge",2020-09-19,15117.1296737851,3.06
"Greenridge",2020-09-20,15463.0826945474,3.06
"Greenridge",2022-01-18,204653.713025029,3.06
"Greenridge",2022-01-19,188318.648377673,3.06
"Greenridge",2022-01-20,172751.059028638,3.06
"Greenridge",2022-01-21,158023.478844471,3.06
"Greenridge",2022-01-22,144183.591229567,3.06
"Greenridge",2022-01-23,131257.22202148,3.06
"Greenridge",2022-01-24,119251.408820938,3.06
"Greenridge",2022-01-25,108157.494571406,3.06
"Greenridge",2022-01-26,97954.027769272,3.06
"Greenridge",2022-01-27,88609.5229508874,3.06
"Greenridge",2022-01-28,80084.9149035346,3.06
"Greenridge",2022-01-29,72335.7649431826,3.06
"Greenridge",2022-01-30,65314.1528784101,3.06
"Greenridge",2022-01-31,58970.2811625958,3.06
"Greenridge",2022-02-01,53253.7982257157,3.06
"Greenridge",2020-08-27,9356.41116349472,3.06
"Greenridge",2020-08-28,9490.57768501938,3.06
"Greenridge",2020-08-29,9636.71507242865,3.06
"Greenridge",2020-08-30,9794.69593661608,3.06
"Greenridge",2020-08-31,9964.39691138566,3.06
"Greenridge",2020-09-01,10145.6939728069,3.06
"Greenridge",2020-09-02,10338.4570638281,3.06
"Greenridge",2020-09-03,10542.5453641361,3.06
"Greenridge",2021-10-12,46755.1116526178,3.06
"Greenridge",2021-10-13,44609.2404250753,3.06
"Greenridge",2021-10-14,42556.9630668709,3.06
"Greenridge",2021-10-15,40600.1836857215,3.06
"Greenridge",2021-10-16,38739.8940332577,3.06
"Greenridge",2021-10-17,36976.2954644642,3.06
"Greenridge",2021-10-18,35308.9179280844,3.06
"Greenridge",2021-10-19,33736.7263497321,3.06
"Greenridge",2021-10-20,32258.2273521167,3.06
"Greenridge",2021-10-21,30871.5587674128,3.06
"Greenridge",2021-10-22,29574.5822255456,3.06
"Greenridge",2021-10-23,28364.959541435,3.06
"Greenridge",2021-10-24,27240.2248734252,3.06
"Greenridge",2021-10-25,26197.851644038,3.06
"Greenridge",2021-10-26,25235.3096689987,3.06
"Greenridge",2021-10-27,24350.1162230446,3.06
"Greenridge",2021-10-28,23539.8872547948,3.06
"Greenridge",2021-10-29,22802.3784017157,3.06
